t,u,v,w,p,q,r,e0,e1,e2,e3,Xe,Ye,h,throttle,elevator,aileron,rudder,Fx,Fy,Fz,Mx,My,Mz
1.03,16.923,0.0159588,2.68982,-0.0134038,0.0329939,0.173125,0.916987,0.167798,0.00120437,-0.361909,11.3254,-13.3873,99.7478,0.511952,-0.430396,-0.0189893,-0.0177999,3.50238,32.5281,-5.95682,0.00660476,0.0137878,0.01106
1.04,16.9253,0.0158691,2.68999,-0.013358,0.0331239,0.173189,0.917311,0.167797,0.00123488,-0.361087,11.4473,-13.5076,99.7433,0.511952,-0.430396,-0.0189893,-0.0177999,3.52358,32.538,-5.98029,0.00668827,0.0138875,0.0109315
1.05,16.9276,0.0157746,2.69016,-0.0133116,0.0332549,0.173253,0.917634,0.167797,0.00126585,-0.360265,11.5695,-13.6277,99.7387,0.511952,-0.430396,-0.0189893,-0.0177999,3.54467,32.5479,-6.00395,0.0067694,0.0139867,0.0108002
1.06,16.93,0.0156756,2.69034,-0.0132644,0.0333867,0.173316,0.917957,0.167797,0.00129729,-0.359441,11.6918,-13.7477,99.7341,0.511952,-0.430396,-0.0189893,-0.0177999,3.56565,32.5578,-6.0278,0.00684812,0.0140855,0.0106664
1.07,16.9324,0.0155721,2.69051,-0.0132166,0.0335195,0.173379,0.918279,0.167797,0.00132919,-0.358617,11.8144,-13.8675,99.7295,0.511952,-0.430396,-0.0189893,-0.0177999,3.58652,32.5677,-6.05184,0.00692441,0.0141837,0.0105302
1.08,16.9348,0.0154642,2.69069,-0.0131682,0.0336532,0.17344,0.9186,0.167798,0.00136156,-0.357793,11.9372,-13.987,99.7249,0.511952,-0.430396,-0.0189893,-0.0177999,3.60728,32.5778,-6.07607,0.00699824,0.0142814,0.0103917
1.09,16.9372,0.0153523,2.69087,-0.0131192,0.0337878,0.173501,0.918921,0.167799,0.00139441,-0.356968,12.0603,-14.1064,99.7202,0.511952,-0.430396,-0.0189893,-0.0177999,3.62793,32.5878,-6.10049,0.0070696,0.0143786,0.0102512
1.1,16.9396,0.0152364,2.69105,-0.0130696,0.0339234,0.173561,0.919241,0.167801,0.00142774,-0.356142,12.1835,-14.2255,99.7154,0.511952,-0.430396,-0.0189893,-0.0177999,3.64847,32.5979,-6.12509,0.00713847,0.0144751,0.0101088
1.11,16.942,0.0151166,2.69123,-0.0130196,0.0340598,0.173621,0.91956,0.167802,0.00146156,-0.355315,12.307,-14.3445,99.7107,0.511952,-0.430396,-0.0189893,-0.0177999,3.66888,32.608,-6.14989,0.00720484,0.014571,0.00996467
1.12,16.9445,0.0149931,2.69141,-0.0129691,0.0341971,0.173679,0.919879,0.167804,0.00149587,-0.354488,12.4307,-14.4632,99.7059,0.511952,-0.430396,-0.0189893,-0.0177999,3.68919,32.6182,-6.17487,0.00726869,0.0146663,0.00981896
1.13,16.947,0.0148662,2.69159,-0.0129181,0.0343354,0.173737,0.920197,0.167807,0.00153067,-0.35366,12.5547,-14.5818,99.701,0.511952,-0.430396,-0.0189893,-0.0177999,3.70938,32.6284,-6.20003,0.00733003,0.0147609,0.00967186
1.14,16.9494,0.0147359,2.69178,-0.0128667,0.0344745,0.173794,0.920515,0.16781,0.00156597,-0.352831,12.6789,-14.7001,99.6961,0.511952,-0.430396,-0.0189893,-0.0177999,3.72945,32.6386,-6.22538,0.00738884,0.0148548,0.00952352
1.15,16.9519,0.0146024,2.69196,-0.012815,0.0346145,0.17385,0.920832,0.167813,0.00160177,-0.352002,12.8032,-14.8183,99.6912,0.511952,-0.430396,-0.0189893,-0.0177999,3.7494,32.6489,-6.25091,0.00744514,0.0149479,0.00937411
1.16,16.9544,0.0144658,2.69215,-0.0127629,0.0347554,0.173905,0.921148,0.167816,0.00163807,-0.351172,12.9279,-14.9362,99.6863,0.511952,-0.430396,-0.0189893,-0.0177999,3.76923,32.6592,-6.27662,0.00749892,0.0150402,0.00922378
1.17,16.957,0.0143264,2.69234,-0.0127105,0.0348971,0.173959,0.921463,0.16782,0.00167489,-0.350341,13.0527,-15.054,99.6813,0.511952,-0.430396,-0.0189893,-0.0177999,3.78894,32.6696,-6.30252,0.00755018,0.0151318,0.00907269
1.18,16.9595,0.0141842,2.69253,-0.0126578,0.0350397,0.174013,0.921778,0.167824,0.00171223,-0.34951,13.1778,-15.1715,99.6763,0.511952,-0.430396,-0.0189893,-0.0177999,3.80853,32.68,-6.32859,0.00759894,0.0152226,0.00892102
1.19,16.9621,0.0140396,2.69272,-0.0126049,0.0351832,0.174065,0.922092,0.167829,0.00175009,-0.348678,13.3031,-15.2889,99.6713,0.511952,-0.430396,-0.0189893,-0.0177999,3.828,32.6904,-6.35485,0.00764521,0.0153125,0.0087689
1.2,16.9646,0.0138925,2.69292,-0.0125517,0.0353275,0.174117,0.922405,0.167834,0.00178847,-0.347846,13.4286,-15.406,99.6662,0.511952,-0.430396,-0.0189893,-0.0177999,3.84735,32.7009,-6.38128,0.00768899,0.0154016,0.00861649
1.21,16.9672,0.0137431,2.69311,-0.0124984,0.0354726,0.174168,0.922718,0.167839,0.00182739,-0.347013,13.5543,-15.523,99.6611,0.511952,-0.430396,-0.0189893,-0.0177999,3.86657,32.7114,-6.40789,0.00773031,0.0154897,0.00846396
1.22,16.9698,0.0135917,2.69331,-0.0124449,0.0356186,0.174218,0.92303,0.167845,0.00186684,-0.346179,13.6803,-15.6397,99.656,0.511952,-0.430396,-0.0189893,-0.0177999,3.88567,32.7219,-6.43468,0.00776918,0.015577,0.00831143
1.23,16.9724,0.0134384,2.6935,-0.0123913,0.0357654,0.174267,0.923341,0.167851,0.00190682,-0.345345,13.8065,-15.7562,99.6508,0.511952,-0.430396,-0.0189893,-0.0177999,3.90464,32.7325,-6.46164,0.00780563,0.0156634,0.00815907
1.24,16.975,0.0132833,2.6937,-0.0123376,0.035913,0.174315,0.923652,0.167857,0.00194736,-0.34451,13.9329,-15.8725,99.6456,0.511952,-0.430396,-0.0189893,-0.0177999,3.92349,32.7431,-6.48877,0.00783968,0.0157489,0.00800702
1.25,16.9776,0.0131267,2.6939,-0.0122838,0.0360614,0.174363,0.923962,0.167864,0.00198844,-0.343674,14.0595,-15.9886,99.6404,0.511952,-0.430396,-0.0189893,-0.0177999,3.94221,32.7538,-6.51608,0.00787135,0.0158334,0.00785542
1.26,16.9803,0.0129685,2.6941,-0.01223,0.0362107,0.174409,0.924271,0.167871,0.00203008,-0.342838,14.1864,-16.1045,99.6351,0.511952,-0.430396,-0.0189893,-0.0177999,3.9608,32.7644,-6.54356,0.00790067,0.015917,0.00770441
1.27,16.9829,0.0128091,2.6943,-0.0121762,0.0363607,0.174455,0.92458,0.167879,0.00207227,-0.342001,14.3134,-16.2202,99.6298,0.511952,-0.430396,-0.0189893,-0.0177999,3.97926,32.7751,-6.5712,0.00792768,0.0159996,0.00755413
1.28,16.9856,0.0126485,2.69451,-0.0121225,0.0365115,0.1745,0.924888,0.167887,0.00211503,-0.341164,14.4407,-16.3357,99.6245,0.511952,-0.430396,-0.0189893,-0.0177999,3.99759,32.7859,-6.59902,0.00795239,0.0160813,0.0074047
1.29,16.9883,0.012487,2.69471,-0.0120687,0.036663,0.174543,0.925195,0.167895,0.00215836,-0.340326,14.5683,-16.451,99.6191,0.511952,-0.430396,-0.0189893,-0.0177999,4.01579,32.7966,-6.62701,0.00797486,0.0161619,0.00725627
1.3,16.991,0.0123245,2.69492,-0.0120151,0.0368154,0.174586,0.925501,0.167903,0.00220226,-0.339487,14.696,-16.5661,99.6137,0.511952,-0.430396,-0.0189893,-0.0177999,4.03386,32.8074,-6.65516,0.00799511,0.0162416,0.00710895
1.31,16.9937,0.0121614,2.69513,-0.0119616,0.0369685,0.174628,0.925807,0.167912,0.00224674,-0.338648,14.824,-16.681,99.6083,0.511952,-0.430396,-0.0189893,-0.0177999,4.05179,32.8182,-6.68347,0.00801318,0.0163202,0.00696288
1.32,16.9964,0.0119978,2.69533,-0.0119082,0.0371223,0.17467,0.926112,0.167922,0.00229181,-0.337808,14.9522,-16.7956,99.6029,0.511952,-0.430396,-0.0189893,-0.0177999,4.0696,32.8291,-6.71195,0.00802912,0.0163979,0.00681817
1.33,16.9991,0.0118337,2.69554,-0.0118549,0.0372769,0.17471,0.926416,0.167932,0.00233746,-0.336968,15.0806,-16.9101,99.5974,0.511952,-0.430396,-0.0189893,-0.0177999,4.08727,32.8399,-6.7406,0.00804295,0.0164745,0.00667495
1.34,17.0018,0.0116693,2.69576,-0.0118018,0.0374322,0.17475,0.926719,0.167942,0.0023837,-0.336127,15.2092,-17.0243,99.5919,0.511952,-0.430396,-0.0189893,-0.0177999,4.1048,32.8508,-6.7694,0.00805474,0.0165502,0.00653332
1.35,17.0046,0.0115048,2.69597,-0.011749,0.0375882,0.174789,0.927022,0.167952,0.00243054,-0.335285,15.3381,-17.1383,99.5863,0.511952,-0.430396,-0.0189893,-0.0177999,4.1222,32.8617,-6.79837,0.00806451,0.0166248,0.0063934
1.36,17.0073,0.0113403,2.69618,-0.0116964,0.037745,0.174826,0.927324,0.167963,0.00247798,-0.334443,15.4672,-17.2522,99.5808,0.511952,-0.430396,-0.0189893,-0.0177999,4.13946,32.8727,-6.82749,0.00807232,0.0166984,0.00625529
1.37,17.0101,0.011176,2.6964,-0.011644,0.0379024,0.174864,0.927626,0.167974,0.00252603,-0.3336,15.5965,-17.3658,99.5752,0.511952,-0.430396,-0.0189893,-0.0177999,4.15659,32.8836,-6.85677,0.00807822,0.016771,0.0061191
1.38,17.0129,0.0110119,2.69661,-0.0115919,0.0380605,0.1749,0.927926,0.167986,0.0025747,-0.332757,15.726,-17.4792,99.5695,0.511952,-0.430396,-0.0189893,-0.0177999,4.17357,32.8946,-6.8862,0.00808225,0.0168425,0.00598493
1.39,17.0157,0.0108482,2.69683,-0.0115401,0.0382193,0.174935,0.928226,0.167998,0.00262398,-0.331913,15.8557,-17.5923,99.5639,0.511952,-0.430396,-0.0189893,-0.0177999,4.19042,32.9056,-6.91579,0.00808446,0.016913,0.00585287
1.4,17.0185,0.010685,2.69705,-0.0114887,0.0383788,0.17497,0.928525,0.16801,0.00267388,-0.331068,15.9857,-17.7053,99.5582,0.511952,-0.430396,-0.0189893,-0.0177999,4.20713,32.9166,-6.94553,0.0080849,0.0169825,0.00572302
1.41,17.0213,0.0105224,2.69727,-0.0114375,0.0385389,0.175004,0.928824,0.168023,0.0027244,-0.330223,16.1159,-17.8181,99.5525,0.511952,-0.430396,-0.0189893,-0.0177999,4.2237,32.9277,-6.97542,0.00808363,0.017051,0.00559547
1.42,17.0241,0.0103606,2.69749,-0.0113867,0.0386997,0.175037,0.929121,0.168036,0.00277556,-0.329378,16.2463,-17.9306,99.5467,0.511952,-0.430396,-0.0189893,-0.0177999,4.24013,32.9387,-7.00547,0.00808071,0.0171185,0.00547029
1.43,17.027,0.0101997,2.69771,-0.0113364,0.0388612,0.175069,0.929418,0.168049,0.00282735,-0.328532,16.3769,-18.0429,99.5409,0.511952,-0.430396,-0.0189893,-0.0177999,4.25641,32.9498,-7.03566,0.00807617,0.0171849,0.00534758
1.44,17.0298,0.0100397,2.69793,-0.0112864,0.0390232,0.175101,0.929714,0.168063,0.00287978,-0.327685,16.5078,-18.1551,99.5351,0.511952,-0.430396,-0.0189893,-0.0177999,4.27255,32.9609,-7.06599,0.00807009,0.0172503,0.0052274
1.45,17.0327,0.00988083,2.69815,-0.0112368,0.0391859,0.175132,0.93001,0.168077,0.00293286,-0.326838,16.6388,-18.267,99.5293,0.511952,-0.430396,-0.0189893,-0.0177999,4.28855,32.972,-7.09648,0.0080625,0.0173147,0.00510984
1.46,17.0355,0.00972315,2.69838,-0.0111876,0.0393492,0.175162,0.930305,0.168092,0.00298659,-0.32599,16.7701,-18.3786,99.5235,0.511952,-0.430396,-0.0189893,-0.0177999,4.30441,32.9831,-7.1271,0.00805348,0.0173781,0.00499495
1.47,17.0384,0.00956675,2.6986,-0.0111389,0.0395131,0.175192,0.930599,0.168107,0.00304097,-0.325142,16.9016,-18.4901,99.5176,0.511952,-0.430396,-0.0189893,-0.0177999,4.32012,32.9943,-7.15787,0.00804308,0.0174405,0.00488281
1.48,17.0413,0.00941175,2.69883,-0.0110906,0.0396777,0.175221,0.930892,0.168122,0.003096,-0.324293,17.0333,-18.6014,99.5117,0.511952,-0.430396,-0.0189893,-0.0177999,4.33569,33.0054,-7.18878,0.00803135,0.0175019,0.00477348
1.49,17.0442,0.00925824,2.69906,-0.0110429,0.0398428,0.175249,0.931184,0.168138,0.0031517,-0.323444,17.1653,-18.7124,99.5057,0.511952,-0.430396,-0.0189893,-0.0177999,4.35111,33.0166,-7.21983,0.00801835,0.0175623,0.00466701
1.5,17.0471,0.0091063,2.69929,-0.0109956,0.0400084,0.175276,0.931476,0.168154,0.00320807,-0.322594,17.2975,-18.8232,99.4997,0.511952,-0.430396,-0.0189893,-0.0177999,4.36638,33.0277,-7.25101,0.00800415,0.0176217,0.00456346
1.51,17.05,0.00895604,2.69952,-0.0109488,0.0401747,0.175303,0.931767,0.16817,0.00326511,-0.321743,17.4298,-18.9338,99.4938,0.511952,-0.430396,-0.0189893,-0.0177999,4.38151,33.0389,-7.28233,0.0079888,0.01768,0.00446288
1.52,17.0529,0.00880752,2.69975,-0.0109025,0.0403415,0.17533,0.932057,0.168187,0.00332283,-0.320893,17.5624,-19.0442,99.4877,0.511952,-0.430396,-0.0189893,-0.0177999,4.39649,33.0501,-7.31378,0.00797235,0.0177374,0.0043653
1.53,17.0558,0.00866083,2.69998,-0.0108568,0.0405088,0.175355,0.932346,0.168204,0.00338122,-0.320041,17.6953,-19.1544,99.4817,0.511952,-0.430396,-0.0189893,-0.0177999,4.41132,33.0613,-7.34537,0.00795487,0.0177938,0.00427079
1.54,17.0588,0.00851606,2.70021,-0.0108115,0.0406767,0.17538,0.932635,0.168221,0.0034403,-0.319189,17.8283,-19.2643,99.4756,0.511952,-0.430396,-0.0189893,-0.0177999,4.42601,33.0725,-7.37708,0.00793642,0.0178493,0.00417936
1.55,17.0617,0.00837326,2.70045,-0.0107669,0.0408452,0.175405,0.932923,0.168239,0.00350007,-0.318337,17.9616,-19.374,99.4695,0.511952,-0.430396,-0.0189893,-0.0177999,4.44054,33.0837,-7.40893,0.00791706,0.0179037,0.00409106
1.56,17.0647,0.00823253,2.70068,-0.0107227,0.0410141,0.175429,0.93321,0.168257,0.00356054,-0.317484,18.095,-19.4835,99.4634,0.511952,-0.430396,-0.0189893,-0.0177999,4.45492,33.0949,-7.4409,0.00789684,0.0179572,0.00400592
1.57,17.0676,0.00809391,2.70092,-0.0106792,0.0411836,0.175452,0.933497,0.168275,0.00362169,-0.31663,18.2287,-19.5928,99.4572,0.511952,-0.430396,-0.0189893,-0.0177999,4.46916,33.1061,-7.473,0.00787582,0.0180097,0.00392396
1.58,17.0706,0.00795747,2.70115,-0.0106362,0.0413535,0.175475,0.933782,0.168294,0.00368355,-0.315776,18.3626,-19.7019,99.4511,0.511952,-0.430396,-0.0189893,-0.0177999,4.48324,33.1173,-7.50522,0.00785407,0.0180612,0.00384521
1.59,17.0736,0.00782327,2.70139,-0.0105938,0.041524,0.175498,0.934067,0.168313,0.00374612,-0.314922,18.4968,-19.8107,99.4449,0.511952,-0.430396,-0.0189893,-0.0177999,4.49717,33.1285,-7.53757,0.00783164,0.0181118,0.00376968
1.6,17.0766,0.00769138,2.70163,-0.0105519,0.0416949,0.17552,0.934351,0.168332,0.00380939,-0.314067,18.6311,-19.9194,99.4386,0.511952,-0.430396,-0.0189893,-0.0177999,4.51095,33.1398,-7.57004,0.00780859,0.0181614,0.00369739
1.61,17.0795,0.00756183,2.70187,-0.0105107,0.0418663,0.175541,0.934634,0.168352,0.00387338,-0.313211,18.7657,-20.0277,99.4324,0.511952,-0.430396,-0.0189893,-0.0177999,4.52458,33.151,-7.60262,0.00778497,0.0182101,0.00362835
1.62,17.0825,0.00743468,2.70211,-0.01047,0.0420382,0.175562,0.934917,0.168372,0.00393809,-0.312355,18.9004,-20.1359,99.4261,0.511952,-0.430396,-0.0189893,-0.0177999,4.53805,33.1622,-7.63532,0.00776085,0.0182578,0.00356257
1.63,17.0856,0.00730998,2.70235,-0.0104299,0.0422106,0.175583,0.935199,0.168392,0.00400351,-0.311498,19.0354,-20.2439,99.4198,0.511952,-0.430396,-0.0189893,-0.0177999,4.55138,33.1735,-7.66814,0.00773627,0.0183045,0.00350006
1.64,17.0886,0.00718776,2.70259,-0.0103904,0.0423834,0.175603,0.93548,0.168413,0.00406966,-0.310641,19.1707,-20.3516,99.4135,0.511952,-0.430396,-0.0189893,-0.0177999,4.56454,33.1847,-7.70107,0.00771131,0.0183503,0.00344081
1.65,17.0916,0.00706806,2.70284,-0.0103516,0.0425566,0.175623,0.93576,0.168434,0.00413654,-0.309784,19.3061,-20.4591,99.4072,0.511952,-0.430396,-0.0189893,-0.0177999,4.57756,33.1959,-7.73412,0.00768601,0.0183952,0.00338483
1.66,17.0946,0.00695092,2.70308,-0.0103133,0.0427303,0.175642,0.93604,0.168455,0.00420415,-0.308926,19.4417,-20.5664,99.4008,0.511952,-0.430396,-0.0189893,-0.0177999,4.59042,33.2071,-7.76727,0.00766042,0.0184391,0.00333211
1.67,17.0976,0.00683637,2.70332,-0.0102756,0.0429043,0.175661,0.936318,0.168477,0.0042725,-0.308067,19.5776,-20.6734,99.3944,0.511952,-0.430396,-0.0189893,-0.0177999,4.60312,33.2184,-7.80053,0.00763461,0.0184821,0.00328263
1.68,17.1007,0.00672443,2.70357,-0.0102385,0.0430788,0.17568,0.936596,0.168498,0.00434158,-0.307208,19.7137,-20.7803,99.388,0.511952,-0.430396,-0.0189893,-0.0177999,4.61567,33.2296,-7.83391,0.00760862,0.0185241,0.0032364
1.69,17.1037,0.00661514,2.70382,-0.0102021,0.0432538,0.175699,0.936873,0.168521,0.00441141,-0.306349,19.8499,-20.8869,99.3815,0.511952,-0.430396,-0.0189893,-0.0177999,4.62806,33.2408,-7.86738,0.00758251,0.0185653,0.00319339
1.7,17.1068,0.00650851,2.70406,-0.0101662,0.0434291,0.175717,0.93715,0.168543,0.00448198,-0.305489,19.9865,-20.9932,99.3751,0.511952,-0.430396,-0.0189893,-0.0177999,4.6403,33.252,-7.90096,0.00755633,0.0186054,0.00315358
1.71,17.1098,0.00640455,2.70431,-0.0101309,0.0436047,0.175735,0.937425,0.168566,0.0045533,-0.304629,20.1232,-21.0994,99.3686,0.511952,-0.430396,-0.0189893,-0.0177999,4.65238,33.2632,-7.93464,0.00753013,0.0186447,0.00311696
1.72,17.1129,0.00630329,2.70456,-0.0100962,0.0437808,0.175752,0.9377,0.168589,0.00462538,-0.303768,20.2601,-21.2053,99.3621,0.511952,-0.430396,-0.0189893,-0.0177999,4.66431,33.2744,-7.96843,0.00750396,0.018683,0.0030835
1.73,17.116,0.00620474,2.70481,-0.0100621,0.0439572,0.17577,0.937974,0.168612,0.00469821,-0.302906,20.3973,-21.311,99.3556,0.511952,-0.430396,-0.0189893,-0.0177999,4.67608,33.2856,-8.00231,0.00747787,0.0187204,0.00305317
1.74,17.1191,0.0061089,2.70506,-0.0100286,0.044134,0.175787,0.938247,0.168636,0.00477179,-0.302044,20.5346,-21.4164,99.349,0.511952,-0.430396,-0.0189893,-0.0177999,4.68769,33.2968,-8.03629,0.0074519,0.0187568,0.00302595
1.75,17.1221,0.00601577,2.70531,-0.00999572,0.0443112,0.175804,0.93852,0.16866,0.00484614,-0.301182,20.6722,-21.5217,99.3425,0.511952,-0.430396,-0.0189893,-0.0177999,4.69914,33.308,-8.07036,0.00742611,0.0187923,0.0030018
1.76,17.1252,0.00592537,2.70556,-0.00996339,0.0444887,0.17582,0.938792,0.168684,0.00492126,-0.300319,20.81,-21.6267,99.3359,0.511952,-0.430396,-0.0189893,-0.0177999,4.71044,33.3192,-8.10453,0.00740054,0.0188269,0.0029807
1.77,17.1283,0.00583769,2.70581,-0.00993163,0.0446665,0.175837,0.939063,0.168709,0.00499714,-0.299456,20.948,-21.7314,99.3293,0.511952,-0.430396,-0.0189893,-0.0177999,4.72158,33.3304,-8.13879,0.00737523,0.0188606,0.00296259
1.78,17.1314,0.00575272,2.70606,-0.00990045,0.0448447,0.175853,0.939333,0.168733,0.00507379,-0.298592,21.0862,-21.836,99.3226,0.511952,-0.430396,-0.0189893,-0.0177999,4.73256,33.3415,-8.17314,0.00735023,0.0188934,0.00294745
1.79,17.1345,0.00567046,2.70632,-0.00986983,0.0450231,0.17587,0.939602,0.168759,0.00515122,-0.297728,21.2246,-21.9403,99.316,0.511952,-0.430396,-0.0189893,-0.0177999,4.74338,33.3527,-8.20758,0.00732557,0.0189252,0.00293523
1.8,17.1376,0.0055909,2.70657,-0.00983977,0.0452019,0.175886,0.939871,0.168784,0.00522942,-0.296863,21.3633,-22.0443,99.3093,0.511952,-0.430396,-0.0189893,-0.0177999,4.75405,33.3638,-8.24211,0.00730131,0.0189561,0.00292589
1.81,17.1407,0.00551403,2.70683,-0.00981026,0.045381,0.175902,0.940138,0.168809,0.00530841,-0.295998,21.5021,-22.1482,99.3026,0.511952,-0.430396,-0.0189893,-0.0177999,4.76455,33.375,-8.27672,0.00727748,0.0189861,0.00291938
1.82,17.1438,0.00543983,2.70708,-0.00978129,0.0455603,0.175918,0.940405,0.168835,0.00538817,-0.295132,21.6412,-22.2518,99.2959,0.511952,-0.430396,-0.0189893,-0.0177999,4.7749,33.3861,-8.31141,0.00725411,0.0190151,0.00291565
1.83,17.147,0.00536829,2.70734,-0.00975286,0.04574,0.175934,0.940672,0.168861,0.00546871,-0.294266,21.7805,-22.3552,99.2892,0.511952,-0.430396,-0.0189893,-0.0177999,4.78509,33.3973,-8.34619,0.00723125,0.0190432,0.00291466
1.84,17.1501,0.00529939,2.70759,-0.00972496,0.0459199,0.17595,0.940937,0.168888,0.00555005,-0.2934,21.9199,-22.4583,99.2824,0.511952,-0.430396,-0.0189893,-0.0177999,4.79512,33.4084,-8.38105,0.00720892,0.0190704,0.00291635
1.85,17.1532,0.0052331,2.70785,-0.00969757,0.0461001,0.175966,0.941202,0.168914,0.00563217,-0.292533,22.0596,-22.5612,99.2757,0.511952,-0.430396,-0.0189893,-0.0177999,4.80499,33.4195,-8.41598,0.00718718,0.0190967,0.00292068
1.86,17.1563,0.00516941,2.70811,-0.0096707,0.0462805,0.175981,0.941466,0.168941,0.00571508,-0.291665,22.1995,-22.6639,99.2689,0.511952,-0.430396,-0.0189893,-0.0177999,4.8147,33.4306,-8.451,0.00716604,0.0191221,0.00292757
1.87,17.1595,0.00510827,2.70837,-0.00964433,0.0464612,0.175997,0.941729,0.168968,0.00579878,-0.290797,22.3397,-22.7663,99.2621,0.511952,-0.430396,-0.0189893,-0.0177999,4.82425,33.4417,-8.48609,0.00714554,0.0191465,0.00293699
1.88,17.1626,0.00504968,2.70863,-0.00961844,0.0466422,0.176013,0.941991,0.168996,0.00588328,-0.289929,22.48,-22.8685,99.2552,0.511952,-0.430396,-0.0189893,-0.0177999,4.83364,33.4528,-8.52125,0.0071257,0.01917,0.00294887
1.89,17.1658,0.00499359,2.70888,-0.00959304,0.0468233,0.176029,0.942253,0.169023,0.00596858,-0.28906,22.6205,-22.9705,99.2484,0.511952,-0.430396,-0.0189893,-0.0177999,4.84287,33.4639,-8.55648,0.00710657,0.0191926,0.00296315
1.9,17.1689,0.00493997,2.70914,-0.00956811,0.0470047,0.176045,0.942513,0.169051,0.00605468,-0.28819,22.7613,-23.0722,99.2415,0.511952,-0.430396,-0.0189893,-0.0177999,4.85195,33.4749,-8.59179,0.00708816,0.0192143,0.00297977
1.91,17.1721,0.00488879,2.7094,-0.00954364,0.0471863,0.176061,0.942773,0.169079,0.00614158,-0.28732,22.9022,-23.1737,99.2347,0.511952,-0.430396,-0.0189893,-0.0177999,4.86086,33.486,-8.62716,0.0070705,0.0192351,0.00299867
1.92,17.1752,0.00484001,2.70966,-0.00951962,0.0473681,0.176077,0.943032,0.169108,0.00622928,-0.28645,23.0434,-23.275,99.2278,0.511952,-0.430396,-0.0189893,-0.0177999,4.86962,33.497,-8.6626,0.00705362,0.0192549,0.00301979
1.93,17.1784,0.0047936,2.70993,-0.00949604,0.0475501,0.176093,0.943291,0.169136,0.00631778,-0.285579,23.1848,-23.376,99.2209,0.511952,-0.430396,-0.0189893,-0.0177999,4.87821,33.5081,-8.6981,0.00703754,0.0192738,0.00304307
1.94,17.1815,0.00474951,2.71019,-0.00947288,0.0477323,0.176109,0.943548,0.169165,0.0064071,-0.284708,23.3264,-23.4767,99.2139,0.511952,-0.430396,-0.0189893,-0.0177999,4.88665,33.5191,-8.73367,0.00702227,0.0192918,0.00306843
1.95,17.1847,0.00470771,2.71045,-0.00945014,0.0479146,0.176125,0.943805,0.169194,0.00649722,-0.283836,23.4682,-23.5773,99.207,0.511952,-0.430396,-0.0189893,-0.0177999,4.89492,33.5302,-8.7693,0.00700785,0.0193088,0.00309582
1.96,17.1878,0.00466815,2.71071,-0.00942781,0.0480972,0.176141,0.944061,0.169223,0.00658815,-0.282964,23.6102,-23.6776,99.2,0.511952,-0.430396,-0.0189893,-0.0177999,4.90304,33.5412,-8.805,0.00699429,0.019325,0.00312516
1.97,17.191,0.00463079,2.71098,-0.00940586,0.0482799,0.176158,0.944316,0.169253,0.00667989,-0.282091,23.7524,-23.7776,99.193,0.511952,-0.430396,-0.0189893,-0.0177999,4.91099,33.5522,-8.84075,0.0069816,0.0193402,0.0031564
1.98,17.1942,0.00459557,2.71124,-0.00938429,0.0484627,0.176174,0.944571,0.169282,0.00677244,-0.281218,23.8948,-23.8774,99.1861,0.511952,-0.430396,-0.0189893,-0.0177999,4.91879,33.5632,-8.87656,0.0069698,0.0193545,0.00318946
1.99,17.1973,0.00456247,2.7115,-0.00936309,0.0486457,0.176191,0.944824,0.169312,0.00686581,-0.280344,24.0374,-23.977,99.179,0.511952,-0.430396,-0.0189893,-0.0177999,4.92643,33.5742,-8.91242,0.00695892,0.0193679,0.00322427
2,17.2005,0.00453142,2.71177,-0.00934225,0.0488288,0.176208,0.945077,0.169342,0.00696,-0.27947,24.1802,-24.0763,99.172,0.511952,-0.430396,-0.0189893,-0.0177999,4.93391,33.5852,-8.94834,0.00694895,0.0193803,0.00326078
2.01,17.2037,0.00450239,2.71203,-0.00932175,0.0490121,0.176225,0.945329,0.169373,0.007055,-0.278596,24.3233,-24.1754,99.165,0.511952,-0.430396,-0.0189893,-0.0177999,4.94123,33.5962,-8.98431,0.00693991,0.0193919,0.00329891
2.02,17.2068,0.00447531,2.7123,-0.00930158,0.0491955,0.176243,0.945581,0.169403,0.00715082,-0.277721,24.4665,-24.2742,99.1579,0.511952,-0.430396,-0.0189893,-0.0177999,4.94839,33.6071,-9.02033,0.00693182,0.0194025,0.00333858
2.03,17.21,0.00445015,2.71256,-0.00928172,0.049379,0.17626,0.945831,0.169434,0.00724745,-0.276845,24.61,-24.3728,99.1509,0.511952,-0.430396,-0.0189893,-0.0177999,4.95539,33.6181,-9.0564,0.00692468,0.0194122,0.00337975
